Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00084502579140,1,3.6,2,,2,,1,116,11,0,0
EMA00084502776470,1,0.3,1,,3,,2,605,11,6,1
EMA00084502850690,1,1.2,1,E,2,44,2,253,6,2,0
EMA00084502909310,1,1.4,1,D,2,38,2,389,8,0,0
EMA00084503282850,1,1.3,2,B,2,10,2,1203,11,0,0
EMA00084503428430,1,0.4,2,E,2,62,2,366,6,0,0
EMA00084503437450,1,0,2,E,3,40,2,840,14,10,1
EMA00084503438410,1,2.9,1,,2,12,2,741,11,0,0
EMA00084503461560,1,2.7,1,,2,15,3,741,5,0,0
EMA00084503465730,1,2.3,1,D,2,15,3,655,8,0,0
EMA00084503483620,1,2.1,1,G,2,24,2,504,14,9,1
EMA00084503549800,1,1.2,1,D,2,22,1,934,31,14,0
EMA00084503862360,1,1.1,1,B,2,,3,518,19,10,0
EMA00084503865770,1,0.6,2,B,2,19,3,1262,14,0,0
EMA00084503947040,1,2.3,1,G,2,29,2,694,6,0,1
EMA00084503984130,1,1.9,2,G,2,10,2,841,11,8,0
EMA00084504119190,2,1.8,1,G,2,21,3,694,4,0,0
EMA00084504166850,1,1,2,C,2,,3,1038,11,6,0
EMA00084504415520,1,1.4,1,E,2,42,3,424,8,0,0
EMA00084504447380,1,0.4,1,E,2,49,3,366,3,0,0
EMA00084504562040,2,0.9,1,G,2,41,3,484,16,13,0
EMA00084504570920,2,0,2,C,1,0,2,462,1,0,1
EMA00084504656740,1,0.8,1,G,2,49,3,352,6,0,1
EMA00084504786200,2,1.2,1,F,2,,2,954,11,5,0
EMA00084504868100,1,0.8,2,A,2,,1,778,24,7,0
EMA00084504889760,1,1.4,2,G,2,29,2,827,21,8,0
EMA00084504974260,1,3.3,1,D,2,16,2,610,11,0,0
EMA00084505162700,2,0.4,1,G,2,33,2,253,2,0,1
EMA00084505170310,2,0.7,1,F,2,20,3,773,11,0,0
EMA00084505216620,1,1.1,2,,2,23,2,1103,19,11,0
EMA00084505235400,1,3.5,2,E,2,13,1,840,6,0,0
EMA00084505357080,1,2.2,2,G,2,9,2,684,11,10,0
EMA00084505418370,1,0.8,2,,2,23,2,892,4,0,0
EMA00084505553460,2,3.3,1,G,2,12,2,560,6,0,0
EMA00084505612760,1,1.8,1,,2,12,2,892,6,0,0
EMA00084505643730,2,0.2,1,G,2,35,2,1082,16,1,0
EMA00084505722940,1,2.3,2,G,2,,2,778,6,3,0
EMA00084506009870,2,0.3,1,D,2,28,2,922,4,0,0
EMA00084506057150,1,0.7,2,G,2,40,2,655,6,4,0
EMA00084506085040,2,0.1,1,,2,36,2,662,21,3,0
EMA00084506120060,1,2,2,,2,27,2,578,21,18,0
EMA00084506137100,1,1.8,2,F,2,27,2,524,21,12,0
EMA00084506162450,1,0.8,2,G,2,51,2,152,14,4,0
EMA00084506216050,1,1.4,2,F,2,19,2,1173,6,2,0
EMA00084506219040,1,1.5,2,G,2,33,2,504,21,19,0
EMA00084506243300,1,0.1,1,B,3,29,3,778,21,3,1
EMA00084506265480,1,2.1,1,G,2,30,3,220,16,7,1
EMA00084506279790,2,2.6,1,,2,11,1,251,4,0,0
EMA00084506304860,1,1,1,D,2,40,2,605,16,8,0
EMA00084506404520,2,0.9,1,G,2,9,2,673,6,4,0
EMA00084506613580,1,0,1,G,3,51,3,366,6,0,1
EMA00084506660670,1,1.7,2,G,2,16,1,1216,9,0,0
EMA00084507200390,1,2,1,D,2,27,2,605,11,4,0
EMA00084507308600,1,0.7,2,,2,23,3,733,9,0,0
EMA00084507344730,2,0.1,1,B,3,35,1,565,6,0,1
EMA00084507529230,1,0.1,2,G,2,35,2,880,9,0,0
EMA00084507552690,1,2.4,2,F,2,38,1,392,6,0,0
EMA00084507697820,1,3.3,2,G,2,,2,311,11,7,0
EMA00084507714320,1,1.7,1,,2,,2,722,9,0,0
EMA00084507722490,1,1.5,2,G,2,42,2,339,,0,1
EMA00084507783560,2,0,2,D,3,26,2,653,11,0,1
EMA00084507853160,1,3.1,1,D,2,21,2,904,,0,0
EMA00084507890740,1,1.8,2,G,2,,3,855,14,11,0
EMA00084507964860,1,1.6,2,E,2,22,2,462,6,0,1
EMA00084508102140,1,0.6,1,G,2,42,2,521,16,7,0
EMA00084508119990,1,3.2,1,D,2,25,2,275,4,1,0
EMA00084508552870,1,0.7,2,C,2,,2,931,6,0,0
EMA00084508735410,2,0.1,1,E,3,10,3,1122,4,0,1
EMA00084508743760,1,1.8,2,G,2,20,2,778,21,13,0
EMA00084508834170,1,0.2,1,,2,42,3,608,26,19,0
EMA00084508937920,2,0.3,1,G,2,36,2,842,18,8,0
EMA00084509017120,1,2,2,B,2,,2,275,21,3,0
EMA00084509070840,1,1.5,1,D,2,43,3,275,11,0,0
EMA00084509126490,1,2.4,2,D,2,10,3,1014,6,0,0
EMA00084509219580,1,0.5,1,,2,45,2,962,14,7,0
EMA00084509431600,2,0.7,1,G,2,45,2,353,8,0,0
EMA00084509474860,1,1.7,1,A,2,33,2,220,6,5,0
EMA00084509557270,1,1.9,1,D,2,20,3,678,6,0,0
EMA00084509618370,2,0.1,2,C,3,28,2,902,4,0,1
EMA00084509717130,1,1.2,1,,2,11,1,922,31,14,0
EMA00084509837800,2,0,1,D,2,22,3,960,21,14,0
EMA00084510201650,2,1,1,G,2,26,1,988,6,3,0
EMA00084510226510,1,2.4,1,G,2,23,2,550,11,9,0
EMA00084510246250,1,2.2,2,G,2,24,2,504,15,0,0
EMA00084510276290,1,2.8,2,G,2,16,3,760,21,19,1
EMA00084510345870,2,0.3,1,B,2,36,2,678,5,0,1
EMA00084510387500,2,1,1,C,2,20,2,868,5,0,0
EMA00084510480210,1,2.3,1,A,2,40,3,220,6,0,0
EMA00084510672110,1,2.6,1,,2,34,1,152,6,0,1
EMA00084510842680,1,1.8,1,C,2,,2,550,8,0,0
EMA00084511307670,2,0.1,1,C,3,46,2,550,6,0,1
EMA00084511369050,1,0.2,2,G,2,37,1,684,11,7,0
EMA00084511454940,1,1.5,2,G,2,35,1,577,4,0,0
EMA00084511646130,1,0,2,C,3,23,1,1060,16,9,1
EMA00084511784580,1,1.8,2,F,2,14,3,713,16,,0
EMA00084511801560,2,2.3,1,G,2,,3,1103,11,8,0
EMA00084511837070,1,3.4,2,F,2,15,2,416,4,0,0
EMA00084512257180,1,2.1,1,E,2,34,2,440,11,8,0
EMA00084512368440,1,0.8,2,E,2,45,2,251,6,0,1
EMA00084512422650,1,0.2,1,,3,35,2,661,21,9,1
EMA00084512463590,1,0,2,,3,50,3,550,6,0,1
EMA00084512683680,2,3.5,1,G,2,10,2,694,2,0,0
EMA00084512848950,1,1.5,2,B,2,25,2,827,6,5,0
EMA00084512908180,1,0.6,2,C,2,32,1,741,21,15,0
EMA00084513310070,1,0.2,2,D,2,28,1,902,11,8,0
EMA00084513759620,1,2.8,1,F,2,33,2,79,6,0,0
EMA00084513824090,1,0.3,1,G,2,40,2,988,31,30,0
EMA00084513932940,1,1.2,2,D,2,20,2,577,8,0,0
EMA00084514244330,1,0.3,2,E,2,21,3,392,4,0,0
EMA00084514259070,1,2.8,1,F,2,27,2,524,16,12,0
EMA00084514480540,1,2.3,2,F,2,25,2,841,14,12,1
EMA00084514575690,1,0.9,2,B,2,28,3,673,14,6,0
EMA00084514614710,2,0.9,1,D,2,19,2,812,8,0,0
EMA00084514717450,1,0.1,1,G,3,62,2,152,8,7,1
EMA00084515070050,1,2.1,1,D,2,18,2,1102,31,13,0
EMA00084515164360,1,2.5,2,,2,,2,653,6,0,1
EMA00084515189360,1,1.7,1,,2,24,2,542,9,6,0
EMA00084515287400,1,2.9,1,C,2,19,2,733,8,0,0
EMA00084515526550,1,1,1,,2,33,2,988,4,2,0
EMA00084515762480,1,0.1,2,G,2,40,1,392,11,3,0
EMA00084515773420,1,0.9,1,G,2,20,3,311,6,0,0
EMA00084515844980,1,1.9,2,C,2,18,2,661,13,0,0
EMA00084515862480,1,2.4,1,D,2,21,3,314,4,0,1
EMA00084515992100,1,0.1,2,F,3,51,3,366,16,0,1
EMA00084516197590,1,1.5,1,,2,27,2,560,4,0,0
EMA00084516344710,2,1.7,1,G,2,12,2,578,11,0,0
EMA00084516371000,1,0.6,2,F,2,30,2,1203,16,10,0
EMA00084516581130,1,1.7,1,E,2,29,2,770,6,1,0
EMA00084516625450,1,0.9,1,B,2,40,1,741,31,28,0
EMA00084516661780,1,0.6,2,G,2,23,2,1173,6,0,0
EMA00084516701850,1,2.4,2,,2,19,2,524,21,16,0
EMA00084516821920,1,0.4,1,E,2,40,2,873,4,3,0
EMA00084517020570,2,1,1,G,2,20,3,840,16,10,1
EMA00084517114230,2,1.3,1,D,2,,2,771,4,0,0
EMA00084517255250,1,0.9,1,G,2,34,2,741,21,3,0
EMA00084517316080,1,0.3,1,G,3,55,2,578,8,0,1
EMA00084517747310,1,0.7,2,E,2,24,2,902,11,8,0
EMA00084517783150,1,0.6,2,C,2,44,2,458,11,0,0
EMA00084517804880,1,2,2,F,2,21,2,1014,13,0,1
EMA00084517847350,2,0.5,1,F,2,50,2,462,8,0,1
EMA00084518188820,1,1.6,1,G,2,22,2,962,8,0,1
EMA00084518320210,1,1,1,,2,,2,795,13,0,0
EMA00084518626580,2,1.8,1,E,2,21,2,484,14,7,0
EMA00084518689620,1,0.1,2,,3,26,2,912,9,0,1
EMA00084518809170,1,2.2,1,B,2,18,2,662,9,0,0
EMA00084518876950,1,3,2,B,2,,2,700,4,0,0
EMA00084518993290,1,2.5,2,G,2,31,2,490,4,0,0
EMA00084519009800,1,1.5,2,F,2,8,3,880,5,4,0
EMA00084519105090,1,0.9,2,F,2,47,1,190,3,0,0
EMA00084519235980,2,2.4,1,E,2,6,2,1082,6,0,0
EMA00084519254630,1,1.1,2,E,2,22,2,741,21,6,0
EMA00084519678290,2,0.6,1,E,2,23,2,1280,11,2,0
EMA00084519751240,1,0.8,1,F,2,43,2,741,14,0,0
EMA00084519792220,1,0.2,1,G,2,23,2,1189,21,8,0
EMA00084519933290,1,0.5,1,F,2,48,2,440,11,5,1
EMA00084520014150,1,1.9,1,G,2,35,3,311,7,0,0
EMA00084520248240,1,0.3,1,G,3,,2,763,6,0,1
EMA00084520477800,1,1.9,1,B,2,32,2,694,31,29,0
EMA00084520495030,1,1,2,D,2,50,2,565,31,15,1
EMA00084520556660,2,0.8,1,G,2,41,2,550,11,1,0
EMA00084520601100,2,0.3,1,G,2,,3,440,16,5,0
EMA00084520603360,2,3.2,1,G,2,9,2,962,4,3,0
EMA00084520651920,2,1.3,1,C,2,21,1,684,9,0,0
EMA00084520732410,1,1.9,2,G,2,23,3,770,11,0,0
EMA00084521140920,1,1.7,1,B,2,29,2,678,3,0,0
EMA00084521182480,1,3.4,2,G,2,18,3,458,5,4,0
EMA00084521183010,1,0,2,G,1,0,2,1229,1,0,1
EMA00084521202290,2,1.9,1,F,2,21,2,796,3,0,0
EMA00084521232230,1,1,2,G,2,43,2,352,21,18,0
EMA00084521394420,1,1.3,2,,2,40,3,653,,0,0
EMA00084521530450,1,1.6,1,D,2,35,3,366,11,2,0
EMA00084521851540,1,1.3,2,B,2,32,1,462,16,0,0
EMA00084521877820,2,0.6,1,G,2,37,2,694,4,0,0
EMA00084521884490,1,2.3,1,G,2,17,1,778,6,0,0
EMA00084521908800,2,1.1,1,D,2,43,1,366,16,10,0
EMA00084522045050,1,1.3,1,,2,39,3,988,11,0,0
EMA00084522116860,1,2.5,1,E,2,18,2,542,4,0,0
EMA00084522126300,1,1.5,2,B,2,23,3,812,16,7,0
EMA00084522203140,2,0.7,1,F,2,29,3,880,14,7,0
EMA00084522310560,1,0.7,2,B,2,,2,741,6,0,0
EMA00084522372560,1,0,1,G,3,47,2,721,11,1,1
EMA00084522548240,2,1.5,1,B,2,5,2,462,2,0,0
EMA00084522677440,1,0.2,2,,3,39,3,962,4,0,1
EMA00084522761420,1,2.1,2,G,2,24,2,840,6,0,0
EMA00084523079320,1,1.2,2,G,2,35,1,655,14,11,0
EMA00084523144510,1,1.2,2,E,2,,3,542,6,0,1
EMA00084523179660,2,1,1,G,2,30,2,1122,11,0,0
EMA00084523258270,2,1.4,1,G,2,20,1,630,14,6,0
EMA00084523330510,1,0.3,2,E,2,19,3,768,8,2,0
EMA00084523335970,1,0,1,C,3,60,1,220,9,0,1
EMA00084523500410,1,0.5,2,C,2,45,2,578,21,19,0
EMA00084523584530,1,0.5,1,G,2,28,2,1157,21,8,0
EMA00084523612850,2,1.1,1,G,2,,3,946,6,3,0
EMA00084523641680,2,0.3,1,,3,63,3,251,11,0,1
EMA00084523763970,1,1.3,2,G,2,,2,880,7,0,0
EMA00084523824700,1,2.9,2,G,2,17,2,524,6,0,0
EMA00084524014070,1,2.7,2,G,2,,3,560,19,13,0
EMA00084524366030,1,2,1,B,2,37,2,311,8,,0
EMA00084524414590,1,2.2,2,E,2,13,2,1140,11,0,0
EMA00084524422180,1,1.7,1,E,2,22,2,904,11,8,0
EMA00084524484650,2,0.7,1,G,2,40,2,812,14,1,0
EMA00084524535070,2,0.1,2,G,3,,2,694,6,5,1
EMA00084524658040,2,2.5,1,G,2,29,2,610,4,0,0
EMA00084524665050,1,1.1,2,E,2,,3,520,11,0,1
EMA00084524767500,1,1.7,1,E,2,36,2,424,6,0,0
EMA00084524873480,1,0,2,G,2,10,1,966,6,1,0
EMA00084525072880,2,1.5,1,E,2,18,2,892,21,20,0
EMA00084525081800,1,0.3,2,D,3,38,2,1140,21,19,1
EMA00084525200000,2,0.4,1,,2,21,2,1103,6,0,0
EMA00084525589920,1,2.5,2,,2,25,2,416,11,1,1
EMA00084525744040,1,3.4,2,,2,20,2,840,21,3,0
EMA00084525840350,1,0.2,1,D,2,52,2,655,11,4,0
EMA00084526042390,2,1.5,1,D,2,19,3,673,14,7,0
EMA00084526078760,1,1.9,2,F,2,12,3,673,11,6,1
EMA00084526102410,1,1.8,2,G,2,34,1,694,11,0,0
EMA00084526160850,1,2.7,1,G,2,10,2,741,4,0,0
EMA00084526254270,1,1.6,2,G,2,29,2,440,4,0,0
EMA00084526407040,1,1.9,1,E,2,21,2,721,14,9,0
EMA00084526578360,1,0.9,2,B,2,27,2,855,8,0,0
EMA00084526594700,1,1.9,1,,2,17,1,661,6,0,0
EMA00084526630590,1,2.8,1,D,2,20,1,904,4,0,0
EMA00084526696270,2,2.4,1,B,2,27,2,694,9,2,0
EMA00084526736600,1,2.1,2,C,2,31,2,416,26,24,0
EMA00084526823660,2,0.6,1,F,2,44,2,490,4,0,0
EMA00084526876290,1,1.6,2,C,2,36,2,760,15,2,0
EMA00084527101110,1,0.6,2,,2,29,1,1122,6,0,0
EMA00084527297600,1,1,2,G,2,23,1,1122,21,,0
EMA00084527331780,1,2.5,1,E,2,40,1,419,19,8,1
EMA00084527492080,1,1.6,2,,2,,2,721,16,0,0
EMA00084527526180,1,0.9,2,,2,50,2,366,21,5,0
EMA00084527557980,1,1.5,2,G,2,22,2,855,41,22,0
EMA00084527576150,1,1.5,2,G,2,30,2,694,31,24,1
EMA00084527760330,1,1.7,2,D,2,31,2,542,6,0,0
EMA00084527786320,1,0.4,1,B,2,46,3,610,6,0,0
EMA00084527788980,1,1.8,2,,2,,3,933,9,0,0
EMA00084528062250,1,0.6,1,G,2,35,1,760,16,3,0
EMA00084528081650,1,1.8,2,E,2,15,2,855,8,7,0
EMA00084528107030,1,2.5,2,G,2,26,3,578,8,0,0
EMA00084528110280,2,1,1,D,2,40,2,366,11,0,0
EMA00084528171190,1,1.4,1,,2,30,2,760,13,2,0
EMA00084528412200,2,0.9,1,E,2,,3,773,6,4,0
EMA00084528416170,2,0.6,1,,2,49,2,416,11,0,0
EMA00084528701330,2,0.3,1,C,3,48,2,440,8,0,1
EMA00084528728780,1,0.8,1,G,2,40,3,1061,31,19,0
EMA00084529144000,1,1.1,1,F,2,24,2,770,11,0,0
EMA00084529186200,1,0.3,2,C,3,35,2,1122,16,9,1
EMA00084529229120,1,0.4,1,,2,35,2,636,7,0,0
EMA00084529271480,2,0.4,1,G,2,,2,1038,6,0,0
EMA00084529507070,1,2.2,1,E,2,25,2,608,6,0,0
EMA00084529541270,2,2.3,1,D,2,32,3,314,6,0,0
EMA00084529827720,1,0.7,1,G,2,28,2,796,14,,0
EMA00084529844730,1,2.1,2,F,2,15,2,1173,21,16,0
EMA00084529956890,2,0.7,1,E,2,25,3,778,6,0,0
EMA00084529991010,2,1,1,B,2,42,1,392,6,0,0
EMA00084530088970,1,0.4,2,G,2,24,1,812,11,0,0
EMA00084530176360,1,1,2,G,2,,2,733,9,3,0
EMA00084530195640,1,1.9,2,G,2,23,2,636,11,0,0
EMA00084530250240,2,1.4,1,E,2,30,1,988,9,6,0
EMA00084530293300,1,2,2,D,2,29,2,578,24,12,1
EMA00084530591010,1,0.9,1,F,2,24,2,771,6,1,0
EMA00084530622830,1,2.5,2,,2,25,2,608,11,0,0
EMA00084530832180,1,0,1,D,3,30,3,560,14,0,1
EMA00084530966840,1,0.2,2,D,2,,1,722,6,2,0
EMA00084530968000,1,3.1,2,G,2,19,3,631,14,,0
EMA00084530999410,1,0,1,B,3,60,2,339,6,0,1
EMA00084531127280,1,3.1,2,E,2,17,2,366,11,0,0
EMA00084531257090,1,0.3,2,G,2,19,2,744,11,0,0
EMA00084531278300,1,3,1,C,2,8,1,424,6,0,0
EMA00084531336160,1,0.7,2,G,2,40,3,806,6,3,0
EMA00084531707830,1,1.6,2,G,2,26,2,771,21,5,0
EMA00084531858850,1,0.7,1,G,2,39,2,988,6,3,0
EMA00084531895310,1,1.9,1,B,2,,1,700,6,2,0
EMA00084532112310,2,2.2,1,G,2,15,1,1122,4,3,0
EMA00084532217620,2,0.3,1,G,2,15,3,578,6,1,0
EMA00084532322830,2,0.7,1,B,2,15,2,796,14,1,0
EMA00084532427560,2,0.3,2,G,3,22,2,1189,,8,1
EMA00084532552670,1,0.1,1,B,2,45,2,678,18,10,0
EMA00084532660420,2,0,1,E,3,26,2,757,11,0,1
EMA00084532676910,1,0.2,1,A,3,46,1,484,8,6,1
EMA00084532762130,1,0.9,2,D,2,28,2,812,11,0,0
EMA00084532830040,1,1.3,2,F,2,16,1,730,16,13,0
EMA00084532896600,1,0.7,1,E,2,35,1,630,6,0,0
EMA00084532976580,1,0.4,2,,2,31,2,1103,14,4,0
EMA00084533079700,2,0.4,1,G,2,20,2,684,8,0,0
EMA00084533147860,1,1.4,2,G,2,22,2,704,7,4,0
EMA00084533402790,1,0,2,,3,44,2,560,8,0,1
EMA00084533761960,1,1.7,1,E,2,15,2,713,16,11,0
EMA00084533844580,1,3.1,2,D,2,24,2,190,9,0,0
EMA00084533862600,1,1.7,1,D,2,,2,694,8,0,0
EMA00084533950670,1,0.4,1,A,2,50,2,653,4,0,0
EMA00084534009970,1,0.2,2,D,3,61,2,40,11,0,1
EMA00084534248570,1,0.5,1,G,2,38,2,904,31,25,0
EMA00084534490130,2,0,2,G,3,55,2,424,21,7,1
EMA00084534495470,1,1.5,1,B,2,22,2,733,8,6,0
EMA00084534552380,1,1.7,1,B,2,,1,1229,9,5,0
EMA00084534603440,2,0.3,2,D,3,47,3,678,11,4,1
EMA00084534807710,1,0.6,2,,2,36,1,636,11,0,0
EMA00084534838320,1,0.9,1,C,2,24,2,673,11,0,0
EMA00084534844700,1,0.6,2,G,2,42,1,578,31,18,0
EMA00084534882460,1,2,2,G,2,19,3,1082,8,5,0
EMA00084534894280,1,5,2,G,2,16,3,99,4,0,1
EMA00084535064460,1,1,2,G,2,17,2,1157,4,0,0
EMA00084535232680,1,2.1,2,,2,30,2,440,12,5,0
EMA00084535417540,1,2.3,1,A,2,24,1,655,6,0,0
EMA00084535420450,1,1.1,2,,2,27,3,700,11,0,0
EMA00084535461100,1,1.4,1,F,2,19,3,694,16,10,0
EMA00084535549710,1,1.4,2,D,2,37,1,733,16,4,0
EMA00084535710480,1,0.5,1,E,2,32,2,880,8,4,0
EMA00084535973570,2,1.2,1,E,2,50,1,366,4,0,0
EMA00084536134510,1,0.9,1,F,2,37,3,841,11,4,0
EMA00084536734970,1,2.9,2,D,2,11,3,778,6,0,0
EMA00084536832970,1,0,2,,2,,1,1140,9,6,0
EMA00084536969140,1,0.3,1,G,2,38,2,1082,21,7,0
EMA00084537041610,1,1.3,1,G,2,23,1,1122,14,10,0
EMA00084537351200,1,1.8,1,G,2,10,1,1229,2,0,0
EMA00084537484390,1,1,1,,2,44,3,389,8,0,0
EMA00084537491060,1,2.4,2,C,2,30,1,339,18,,0
EMA00084537654000,1,0.1,1,D,3,49,2,733,6,0,1
EMA00084537677370,1,0.7,1,F,2,30,2,1252,26,10,0
EMA00084537684400,1,1.1,1,,2,40,1,366,11,4,1
EMA00084537753580,1,1.6,2,E,2,25,3,796,21,15,1
EMA00084537900730,1,2.6,2,D,2,17,3,311,8,0,1
EMA00084537941060,1,1.5,1,E,2,33,2,462,11,0,0
EMA00084537965000,1,1.5,2,,2,31,2,389,11,0,0
EMA00084538041060,2,0.3,2,G,3,26,2,730,6,0,1
EMA00084538289660,1,1,2,G,2,47,3,458,,0,0
EMA00084538303110,2,1.7,1,G,2,,3,988,8,5,0
EMA00084538878640,2,1.2,1,G,2,18,2,1173,11,2,0
EMA00084538925250,2,0.3,1,E,2,20,3,694,3,0,0
EMA00084538969850,1,0.6,2,G,2,47,3,458,11,0,0
EMA00084538979340,1,1,1,B,2,17,3,737,9,1,0
EMA00084539125070,1,0.9,2,,2,33,2,560,21,11,0
EMA00084539263280,1,0.6,2,,2,24,3,1229,3,0,0
EMA00084539511690,1,0.1,1,B,2,52,2,416,13,12,0
EMA00084539538070,1,1.7,2,,2,34,1,440,26,20,0
EMA00084539684760,1,0.5,2,G,2,19,2,1103,16,12,0
EMA00084539684880,1,1.9,1,D,2,27,1,721,21,6,0
EMA00084539702610,1,0.1,2,G,2,38,3,636,9,0,0
EMA00084539742730,1,1.5,1,B,2,20,3,713,6,0,0
EMA00084539789920,1,1.4,1,E,2,35,2,504,21,3,0
EMA00084539938540,2,1.7,1,C,2,16,2,1189,14,0,0
EMA00084540077850,1,1.8,1,G,2,32,2,389,11,0,0
EMA00084540221770,2,1.8,1,D,2,25,2,630,4,3,0
EMA00084540263680,1,0,2,E,3,35,2,694,6,0,1
EMA00084540271280,1,3.6,1,G,2,16,2,605,4,1,0
EMA00084540332540,1,0.7,2,E,2,18,3,966,16,6,1
EMA00084540397850,2,0.1,1,C,3,54,2,190,6,0,1
EMA00084540410630,1,0.1,1,D,3,41,2,608,8,7,1
EMA00084540462550,1,1.1,1,E,2,39,1,462,14,0,1
EMA00084540758440,1,1.9,1,G,2,12,2,730,4,0,0
EMA00084540767960,2,1.3,1,,2,41,2,518,4,3,0
EMA00084540772570,1,1.6,2,G,2,16,2,673,6,2,0
EMA00084540813650,2,3.2,1,A,2,11,3,840,9,7,0
EMA00084540987080,1,0.2,2,G,3,45,2,524,7,0,1
EMA00084541168660,1,0.7,1,G,2,45,1,251,11,0,1
EMA00084541204100,1,2.6,1,G,2,26,1,694,,3,0
EMA00084541248200,2,2.1,1,G,2,12,3,352,,0,0
EMA00084541271040,1,3.1,1,E,2,9,2,392,4,2,0
EMA00084541309580,2,1.3,1,E,2,36,2,770,6,0,0
EMA00084541448820,1,1.7,2,F,2,41,2,565,11,2,0
EMA00084541494570,2,1.7,1,F,2,8,2,931,4,0,0
EMA00084541570290,2,0.7,1,G,2,36,2,593,7,4,0
EMA00084541832490,1,0.6,1,E,2,41,3,542,3,2,0
EMA00084541856650,1,1.6,2,G,2,19,2,484,8,0,0
EMA00084541866000,1,0.1,1,F,3,37,3,636,3,0,1
EMA00084541889710,1,0.1,2,G,2,34,2,730,9,0,1
EMA00084542083500,2,2.1,1,B,2,11,1,1103,4,0,0
EMA00084542421590,2,1.5,1,E,2,38,2,470,6,0,0
EMA00084542577920,1,0.9,1,E,2,39,2,605,6,0,1
EMA00084542605610,1,0.8,2,C,2,29,2,1103,26,14,0
EMA00084542691930,1,1.8,1,F,2,18,2,902,9,6,0
EMA00084542884130,1,2,2,G,2,,2,1173,11,3,0
EMA00084543114020,1,0.1,2,G,3,44,2,462,8,,1
EMA00084543288760,1,0.8,1,G,2,23,2,704,16,11,0
EMA00084543418520,1,1.5,2,D,2,25,1,855,11,4,0
EMA00084543803080,1,0.4,1,E,2,39,2,796,11,0,0
EMA00084543917610,2,2.5,1,,2,5,1,1122,2,0,0
EMA00084544094050,1,1.9,2,E,2,23,3,988,18,9,0
EMA00084544235890,2,1.4,1,E,2,24,2,1122,,7,0
EMA00084544335770,1,0.1,1,E,3,61,3,116,26,13,1
EMA00084544394360,1,0.1,2,,3,40,2,873,9,0,1
EMA00084544442690,2,0,1,D,3,40,3,1038,11,8,1
EMA00084544486960,1,3,1,,2,25,2,282,11,7,1
EMA00084544532780,1,2.1,1,G,2,22,1,700,18,0,0
EMA00084544579380,1,0.8,2,C,2,17,1,730,11,7,0
EMA00084544622120,1,2.3,2,D,2,16,3,1140,8,5,0
EMA00084544628700,1,1.2,2,B,2,27,2,608,9,0,0
EMA00084544653310,1,0.8,2,B,2,,1,542,,6,1
EMA00084545105990,1,1.3,1,G,2,30,2,1102,31,18,0
EMA00084545173950,1,0.1,1,F,3,40,3,700,8,2,1
EMA00084545231030,1,2,2,G,2,32,3,806,8,0,0
EMA00084545247070,1,2.1,1,D,2,38,2,458,6,0,0
EMA00084545522670,1,2,1,G,2,45,2,40,4,0,0
EMA00084545566330,2,2.8,1,G,2,16,2,840,4,0,1
EMA00084545693020,2,1,1,,2,,2,778,13,0,0
EMA00084545810570,1,0.9,1,G,2,42,2,578,6,0,0
EMA00084545817740,2,0.3,1,D,3,56,2,190,9,3,1
EMA00084545832330,1,2.2,2,,2,9,3,1038,6,0,0
EMA00084545850590,1,1.5,2,C,2,29,3,700,6,0,0
EMA00084545867370,1,3.8,2,G,2,10,1,653,3,0,0
EMA00084545883350,1,1.1,2,C,2,24,2,593,5,3,0
EMA00084546007590,1,0,1,G,2,43,1,721,6,0,1
EMA00084546263630,1,1.9,2,G,2,15,2,694,4,0,0
EMA00084546345910,1,1.8,2,E,2,33,1,610,8,1,0
EMA00084546392330,1,4.3,1,G,2,13,2,311,16,14,0
EMA00084546396740,2,0.2,1,G,1,0,3,694,1,0,1
EMA00084546476320,1,1.9,2,G,2,26,1,721,9,7,0
EMA00084546579080,1,1.8,2,G,2,15,2,741,4,3,0
EMA00084546613670,1,0.4,2,G,2,39,2,542,11,0,0
EMA00084547197180,1,0.6,2,G,2,56,3,366,11,0,0
EMA00084547330820,1,1.2,2,G,2,31,2,542,21,,0
EMA00084547368960,1,2.9,2,G,2,15,2,504,14,0,0
EMA00084547495150,1,1.5,1,E,2,10,2,1229,5,0,0
EMA00084547684330,2,0.4,1,C,2,15,3,484,2,0,0
EMA00084547724850,2,1.3,1,G,2,,2,1241,6,0,0
EMA00084547773090,1,2.1,2,,2,15,3,190,3,0,1
EMA00084547860630,2,0.3,1,,2,,3,542,5,4,0
EMA00084547883260,1,2,2,E,2,18,2,855,9,0,0
EMA00084547887630,2,1.3,1,,2,20,3,1173,2,0,0
EMA00084547930420,1,1.1,1,E,2,7,1,1262,6,2,0
EMA00084548001180,1,3.7,2,E,2,7,3,806,4,0,1
EMA00084548072670,1,1.4,2,F,2,31,2,504,6,3,1
EMA00084548177380,1,0.4,1,E,2,54,3,352,9,8,1
EMA00084548268090,1,2.2,1,D,2,26,2,577,4,0,0
EMA00084548494080,2,0.3,1,E,2,38,2,542,14,10,0
EMA00084548534310,2,1.1,1,,2,17,2,855,16,7,0
